project_id,scope_id,engineer_code,date,hours
2,617-s2,JWr,2025-10-17,8
2,617-s2,JWr,2025-10-20,8
2,617-s2,JWr,2025-10-21,8
2,617-s2,JWr,2025-10-22,8
2,617-s2,JWr,2025-10-23,8
2,617-s2,JWr,2025-10-24,8
2,617-s2,JWr,2025-10-27,8
2,617-s2,JWr,2025-10-28,8
2,617-s2,JWr,2025-10-29,8
2,617-s2,JWr,2025-10-30,8
2,617-s2,JWr,2025-10-31,8
2,617-s5,JWr,2025-11-06,8
2,617-s5,JWr,2025-11-07,8
2,617-s5,JWr,2025-11-10,8
2,617-s5,JWr,2025-11-11,8
2,617-s5,JWr,2025-11-12,8
2,617-s5,JWr,2025-11-13,8
2,617-s5,JWr,2025-11-14,8
2,617-s5,JWr,2025-11-17,8
2,617-s5,JWr,2025-11-18,8
2,617-s5,JWr,2025-11-19,4
2,617-s5,JWr,2025-11-20,6
2,617-s5,JWr,2025-11-25,4
2,617-s5,JWr,2025-11-26,4
2,617-s5,JWr,2025-11-28,8
2,617-s5,JWr,2025-12-01,6
2,617-s5,JWr,2025-12-02,8
2,617-s5,JWr,2025-12-05,8
2,617-s5,JWr,2025-12-08,8
2,617-s5,JWr,2025-12-09,8
2,617-s5,JWr,2025-12-10,8
2,617-s5,JWr,2025-12-11,4
2,617-s5,JWr,2025-12-12,8
2,617-s5,JWr,2025-12-15,8
2,617-s5,JWr,2025-12-16,8
2,617-s5,JWr,2025-12-17,8
2,617-s5,JWr,2025-12-18,8
2,617-s5,JWr,2026-01-05,8
2,617-s5,JWr,2026-01-06,4
2,617-s5,JWr,2026-01-13,1
2,617-s5,JWr,2026-01-19,8
2,617-s5,JWr,2026-01-20,8
2,617-s5,JWr,2026-01-27,8
2,617-s5,JWr,2026-01-28,8
2,617-s5,JWr,2026-02-02,6
2,617-s5,JWr,2026-02-03,1
2,617-s5,JWr,2026-02-06,1
2,617-s5,JWr,2026-02-09,6
2,617-s5,JWr,2026-02-10,1
2,617-s5,JWr,2026-02-12,1
2,617-s5,JWr,2026-02-16,7
2,617-s5,JWr,2026-02-17,1
2,617-s5,JWr,2026-02-23,3
2,617-s5,JWr,2026-02-24,1
2,617-s5,JWr,2026-03-02,6
2,617-s5,JWr,2026-03-03,1
2,617-s5,JWr,2026-03-05,1
2,617-s5,JWr,2026-03-09,8
2,617-s5,JWr,2026-03-10,8
2,617-s5,JWr,2026-03-12,8
2,617-s5,JWr,2026-03-16,8
2,617-s5,JWr,2026-03-17,8
2,617-s5,JWr,2026-03-19,8
2,617-s5,JWr,2026-03-23,8
2,617-s5,JWr,2026-03-24,8
2,617-s5,JWr,2026-03-26,8
2,617-s5,JWr,2026-03-30,8
2,617-s5,JWr,2026-04-01,8
2,617-s5,JWr,2026-04-02,8
2,617-s5,JWr,2026-04-07,8
2,617-s5,JWr,2026-04-08,8
2,617-s5,JWr,2026-04-09,8
2,617-s5,JWr,2026-04-10,8
2,617-s5,JWr,2026-04-13,8
2,617-s5,JWr,2026-04-14,8
2,617-s5,JWr,2026-04-15,8
2,617-s5,JWr,2026-04-16,4
2,617-s5,JWr,2026-04-20,8
2,617-s3,JWr,2026-04-21,8
2,617-s3,JWr,2026-04-22,8
2,617-s3,JWr,2026-04-23,8
2,617-s3,JWr,2026-04-24,8
2,617-s3,JWr,2026-05-05,8
2,617-s3,JWr,2026-05-06,8
2,617-s3,JWr,2026-05-07,8
2,617-s3,JWr,2026-05-08,8
2,617-s3,JWr,2026-05-11,8
2,617-s3,JWr,2026-05-12,8
2,617-s3,JWr,2026-05-13,8
2,617-s3,JWr,2026-05-14,8
2,617-s3,JWr,2026-05-15,8
2,617-s3,JWr,2026-05-18,8
2,617-s3,JWr,2026-05-19,8
2,617-s3,JWr,2026-05-20,8
2,617-s3,JWr,2026-05-21,8
2,617-s3,JWr,2026-05-22,8
2,617-s3,JWr,2026-05-25,8
2,617-s3,JWr,2026-05-26,8
2,617-s3,JWr,2026-05-27,8
2,617-s3,JWr,2026-05-28,8
2,617-s3,JWr,2026-06-01,8
2,617-s3,JWr,2026-06-02,8
2,617-s3,JWr,2026-06-03,8
2,617-s3,JWr,2026-06-04,8
2,617-s3,JWr,2026-06-05,8
2,617-s3,JWr,2026-06-08,8
2,617-s3,JWr,2026-06-09,8
2,617-s3,JWr,2026-06-10,8
2,617-s3,JWr,2026-06-11,8
2,617-s3,JWr,2026-06-12,8
2,617-s3,JWr,2026-06-15,8
2,617-s3,JWr,2026-06-16,8
2,617-s3,JWr,2026-06-17,8
2,617-s3,JWr,2026-06-18,8
2,617-s3,JWr,2026-06-19,8
2,617-s3,JWr,2026-06-22,8
2,617-s3,JWr,2026-06-23,8
2,617-s3,JWr,2026-06-24,8
2,617-s3,JWr,2026-06-25,8
2,617-s3,JWr,2026-06-26,8
2,617-s3,JWr,2026-06-30,8
2,617-s3,JWr,2026-07-01,8
2,617-s3,JWr,2026-07-02,4
2,617-s3,JWr,2026-07-07,8
2,617-s3,JWr,2026-07-08,8
2,617-s3,JWr,2026-07-09,4
2,617-s3,JWr,2026-07-14,8
2,617-s3,JWr,2026-07-15,8
2,617-s3,JWr,2026-07-16,4
2,617-s3,JWr,2026-07-21,8
2,617-s3,JWr,2026-07-22,8
2,617-s3,JWr,2026-07-23,4
2,617-s3,JWr,2026-07-28,8
2,617-s3,JWr,2026-07-29,8
2,617-s3,JWr,2026-07-30,4
2,617-s3,KLa,2025-09-17,1
2,617-s3,KLa,2025-09-18,2
2,617-s3,KLa,2025-09-19,3
2,617-s3,KLa,2025-09-22,5
2,617-s3,KLa,2025-09-23,4
2,617-s3,KLa,2025-09-24,2
2,617-s3,KLa,2025-09-25,5
2,617-s3,KLa,2025-09-26,8
2,617-s3,KLa,2025-10-01,8
2,617-s3,KLa,2025-10-02,8
2,617-s3,KLa,2025-10-03,2
2,617-s3,KLa,2025-10-06,8
2,617-s3,KLa,2025-10-09,2
2,617-s3,KLa,2025-10-15,2
2,617-s3,KLa,2025-10-16,6
2,617-s3,KLa,2025-10-17,2
2,617-s3,KLa,2025-10-20,1
2,617-s3,KLa,2025-10-24,2
2,617-s3,KLa,2025-10-27,4
2,617-s3,KLa,2025-10-28,4
2,617-s3,KLa,2025-10-29,4
2,617-s3,KLa,2025-10-30,1
2,617-s3,KLa,2025-10-31,2
2,617-s6,KLa,2025-11-03,1
2,617-s6,KLa,2025-11-10,8
2,617-s6,KLa,2025-11-11,8
2,617-s6,KLa,2025-11-17,2
2,617-s6,KLa,2025-11-18,4
2,617-s6,KLa,2025-11-28,2
2,617-s6,KLa,2025-12-01,2
2,617-s6,KLa,2026-01-08,2
2,617-s6,KLa,2026-01-09,4
2,617-s6,KLa,2026-01-12,4
2,617-s6,KLa,2026-03-09,8
2,617-s6,KLa,2026-03-16,8
2,617-s2,SKu,2025-08-05,2
2,617-s2,SKu,2025-10-27,4
2,617-s2,SKu,2025-10-28,4
2,617-s3,LCh,2025-09-02,1
2,617-s3,LCh,2025-09-03,1
2,617-s3,LCh,2025-09-09,1
2,617-s3,LCh,2025-09-10,3
2,617-s3,LCh,2025-09-11,1
2,617-s3,LCh,2025-09-16,1
2,617-s3,LCh,2025-09-17,3
2,617-s3,LCh,2025-09-18,1
2,617-s3,LCh,2025-09-23,5
2,617-s3,LCh,2025-09-24,0.5
2,617-s3,APe,2025-09-02,8
2,617-s3,APe,2025-09-03,8
2,617-s3,APe,2025-09-08,8
2,617-s3,APe,2025-09-09,8
2,617-s3,APe,2025-09-12,8
2,617-s3,APe,2025-09-15,8
2,617-s3,APe,2025-09-16,8
2,617-s3,APe,2025-09-17,4
2,617-s3,APe,2025-09-18,4
2,617-s3,APe,2025-09-19,8
2,617-s3,APe,2025-09-22,8
2,617-s3,APe,2025-09-23,8
2,617-s3,APe,2025-09-24,8
2,617-s3,APe,2025-09-25,8
2,617-s3,APe,2025-09-26,8
2,617-s3,APe,2025-10-06,4
2,617-s3,APe,2025-10-07,4
2,617-s3,APe,2025-10-20,8
2,617-s3,APe,2025-10-21,8
2,617-s3,APe,2025-10-22,8
2,617-s3,APe,2025-10-24,6
2,617-s3,APe,2025-11-18,4
2,617-s3,APe,2025-11-19,4
2,617-s3,APe,2025-11-20,8
2,617-s3,APe,2025-12-01,6
2,617-s3,APe,2026-01-20,8
2,617-s3,APe,2026-01-21,2
2,617-s3,APe,2026-01-22,6
2,617-s3,APe,2026-03-09,8
2,617-s3,APe,2026-03-10,8
2,617-s3,APe,2026-03-11,8
2,617-s3,APe,2026-03-16,8
2,617-s3,APe,2026-03-17,8
2,617-s3,APe,2026-03-18,8
2,617-s3,APe,2026-04-07,8
2,617-s3,APe,2026-04-08,8
2,617-s3,APe,2026-04-09,8
